,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
248,HP,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.49,0,500,0,0,165.6321180513006
249,Apple,Ultrabook,13.3,Intel Core i5,8,Intel,macOS,1.37,0,0,0,512,226.98300468106115
250,Dell,2 in 1 Convertible,15.6,Intel Core i7,8,Intel,Windows 10,2.08,0,1,0,0,141.21199808219862
251,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.3,0,0,0,256,127.33567457123111
252,Asus,Notebook,15.6,AMD,4,AMD,Windows 10,1.68,0,1,0,0,100.45466986113651
253,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,Intel,Windows 10,1.37,0,0,0,512,158.48253022174808
254,Acer,Notebook,17.3,Intel Core i3,4,Nvidia,Windows 10,3.0,0,0,0,256,127.33567457123111
255,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.41,0,0,0,256,165.6321180513006
256,HP,Notebook,15.6,AMD,8,AMD,Windows 10,1.91,0,0,0,128,100.45466986113651
257,HP,Notebook,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,1,0,0,127.33567457123111
258,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.14,0,0,0,512,127.33567457123111
259,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,512,141.21199808219862
260,Dell,Notebook,17.3,Intel Core i7,8,AMD,Windows 10,2.8,0,0,0,128,127.33567457123111
261,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,2.2,0,0,0,256,141.21199808219862
262,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,500,0,0,141.21199808219862
263,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.18,0,1,0,0,141.21199808219862
264,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.24,0,1,0,0,141.21199808219862
265,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.67,0,0,0,256,141.21199808219862
266,Asus,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.1,0,0,0,512,165.6321180513006
267,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.2,0,1,0,0,141.21199808219862
268,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,2.5,0,1,0,0,127.33567457123111
269,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.05,0,0,0,256,141.21199808219862
270,Apple,Ultrabook,13.3,Intel Core i5,8,Intel,macOS,1.37,0,0,0,512,226.98300468106115
271,Asus,Gaming,17.3,AMD,16,AMD,Windows 10,3.2,0,0,0,256,127.33567457123111
272,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.14,0,0,0,256,141.21199808219862
273,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,1.36,0,0,0,512,209.8006828649808
274,Toshiba,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,500,0,0,100.45466986113651
275,Dell,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.3,0,1,0,0,100.45466986113651
276,Dell,Notebook,17.3,Intel Core i7,8,AMD,Linux,2.8,0,0,0,128,127.33567457123111
277,Acer,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
278,Lenovo,Notebook,17.3,Intel Core i3,4,Intel,Windows 10,2.8,0,1,0,0,106.11306214269258
279,Lenovo,Notebook,17.3,Intel Core i7,8,Nvidia,No OS,2.8,0,1,0,0,127.33567457123111
280,Lenovo,Notebook,17.3,Intel Core i7,6,Nvidia,Windows 10,2.8,0,0,0,128,106.11306214269258
281,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.25,0,1,0,0,141.21199808219862
282,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
283,Lenovo,Notebook,15.6,Intel Core i5,6,Intel,Windows 10,2.2,0,0,0,256,141.21199808219862
284,Acer,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,3.0,0,0,0,256,141.21199808219862
285,Acer,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.15,0,1,0,0,141.21199808219862
286,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.95,0,0,0,256,141.21199808219862
287,Asus,Ultrabook,15.6,Intel Core i5,8,Nvidia,Windows 10,1.7,0,0,0,256,141.21199808219862
288,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
289,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,2.2,0,1,0,0,141.21199808219862
290,Acer,Notebook,15.6,Others,2,Intel,Chrome OS,2.19,0,0,0,16,100.45466986113651
291,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.0,0,1,0,0,127.33567457123111
292,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,2.54,0,1,0,0,106.11306214269258
293,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,256,141.21199808219862
294,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.05,0,0,0,256,141.21199808219862
295,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,3.2,0,1,0,0,141.21199808219862
296,Acer,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,2.5,0,0,0,256,141.21199808219862
297,Dell,Workstation,17.3,Intel Core i7,16,Nvidia,Windows 10,3.42,0,0,0,256,127.33567457123111
298,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,2.4,0,1,0,0,141.21199808219862
299,Asus,Ultrabook,15.6,Intel Core i7,16,Nvidia,Windows 10,1.63,0,0,0,512,141.21199808219862
300,Asus,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.3,0,0,0,128,111.93520355955211
301,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,0,0,256,127.33567457123111
302,Lenovo,Notebook,17.3,Intel Core i5,6,Nvidia,Windows 10,2.8,0,1,0,0,106.11306214269258
303,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,No OS,2.2,0,1,0,0,100.45466986113651
304,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
305,Lenovo,Notebook,15.6,Others,4,Intel,No OS,2.2,0,1,0,0,100.45466986113651
306,HP,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.28,0,0,0,256,165.6321180513006
307,Toshiba,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,256,141.21199808219862
308,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.3,0,0,0,128,141.21199808219862
309,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.86,0,1,0,0,141.21199808219862
310,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.1,0,0,0,256,165.6321180513006
311,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.21,0,0,0,1,162.40629351131793
312,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.8,0,0,0,256,141.21199808219862
313,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.23,0,0,0,256,141.21199808219862
314,Asus,2 in 1 Convertible,11.6,Others,2,Intel,Windows 10,1.1,32,0,0,0,135.0942111925629
315,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.33,0,0,0,128,141.21199808219862
316,HP,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,1.29,0,0,0,1,162.40629351131793
317,Lenovo,Notebook,13.3,Others,4,Intel,Chrome OS,1.45,16,0,0,0,117.82653006268643
318,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.95,0,0,0,256,157.3505121487356
319,Acer,Notebook,11.6,Others,4,Intel,Windows 10,1.4,128,0,0,0,135.0942111925629
320,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,1.48,0,0,0,256,157.3505121487356
321,Lenovo,Notebook,17.3,Intel Core i5,4,Nvidia,Windows 10,2.79,0,1,0,0,106.11306214269258
322,Asus,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,2.0,0,0,0,256,157.3505121487356
323,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.1,0,1,0,0,100.45466986113651
324,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.2,0,0,0,256,100.45466986113651
325,Lenovo,Notebook,14.0,Others,4,Intel,Windows 10,1.44,32,0,0,0,111.93520355955211
326,Acer,Notebook,15.6,Intel Core i5,6,Intel,Windows 10,2.23,0,1,0,0,100.45466986113651
327,Asus,Ultrabook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.7,0,0,0,256,141.21199808219862
328,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.26,0,0,0,256,176.23257360658386
329,Dell,Notebook,15.6,Intel Core i7,32,Nvidia,Windows 10,2.06,0,0,0,1,138.46177587823902
330,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
331,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,0,0,0,256,141.21199808219862
332,Asus,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,2.0,0,0,0,256,157.3505121487356
333,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.85,0,1,0,0,141.21199808219862
334,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
335,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.48,0,0,0,256,157.3505121487356
336,Dell,Ultrabook,15.6,Intel Core i5,8,Nvidia,Windows 10,1.9,0,0,0,128,141.21199808219862
337,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
338,Asus,Notebook,15.6,Others,4,Intel,Linux,2.0,0,1,0,0,100.45466986113651
339,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.0,0,0,0,256,141.21199808219862
340,Dell,Notebook,15.6,Others,4,Intel,Linux,2.2,0,500,0,0,100.45466986113651
341,Lenovo,Notebook,15.6,AMD,12,AMD,Windows 10,2.2,0,1,0,0,141.21199808219862
342,HP,Notebook,15.6,Intel Core i3,8,Nvidia,Windows 10,2.1,0,1,0,0,141.21199808219862
343,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,16,Intel,Windows 10,1.4,0,0,0,512,155.39594990651284
344,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.2,0,0,0,256,165.6321180513006
345,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
346,HP,Notebook,14.0,Others,2,Intel,Windows 10,1.44,32,0,0,0,111.93520355955211
347,Dell,Ultrabook,15.6,Intel Core i7,16,Intel,Windows 10,1.88,0,0,0,512,141.21199808219862
348,Asus,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.5,32,0,0,0,135.0942111925629
349,Dell,Ultrabook,15.6,Intel Core i5,8,AMD,Windows 10,1.9,0,1,0,0,141.21199808219862
350,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.06,0,0,0,512,138.46177587823902
351,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
352,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,128,127.33567457123111
353,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.6,0,0,0,256,141.21199808219862
354,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,512,141.21199808219862
355,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.02,0,0,0,128,141.21199808219862
356,Lenovo,Notebook,15.6,Others,4,Intel,No OS,2.2,0,1,0,0,100.45466986113651
357,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.65,0,1,0,0,141.21199808219862
358,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.36,0,1,0,0,100.45466986113651
359,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,157.3505121487356
360,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.86,0,500,0,0,100.45466986113651
361,Asus,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,2.0,0,0,0,256,157.3505121487356
362,Lenovo,Notebook,17.3,Intel Core i5,6,Nvidia,Windows 10,2.8,0,0,0,128,106.11306214269258
363,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.86,0,1,0,0,141.21199808219862
364,Lenovo,Notebook,15.6,Intel Core i3,8,Nvidia,No OS,2.2,0,0,0,256,100.45466986113651
365,HP,Notebook,15.6,Others,8,Intel,Windows 10,2.04,0,1,0,0,100.45466986113651
366,Dell,Notebook,17.3,Intel Core i5,8,AMD,Windows 10,2.8,0,0,0,128,127.33567457123111
367,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,2.4,0,0,0,128,141.21199808219862
368,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.33,0,0,0,256,141.21199808219862
369,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.36,0,0,0,256,157.3505121487356
370,Asus,2 in 1 Convertible,15.6,Intel Core i7,12,Nvidia,Windows 10,2.26,0,0,0,512,141.21199808219862
371,Acer,Notebook,15.6,AMD,4,AMD,Windows 10,2.1,0,0,0,128,100.45466986113651
372,Asus,Gaming,17.3,AMD,16,AMD,Windows 10,3.25,0,0,0,256,127.33567457123111
373,Lenovo,Notebook,17.3,AMD,4,AMD,Windows 10,2.6,0,0,0,128,106.11306214269258
374,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.62,0,0,0,256,165.6321180513006
375,HP,Notebook,15.6,AMD,4,AMD,Windows 10,1.91,0,0,0,256,141.21199808219862
376,Lenovo,Netbook,11.6,Others,4,Intel,Windows 10,1.59,0,0,0,128,135.0942111925629
377,Dell,Notebook,15.6,Others,4,Intel,Windows 10,1.8,0,500,0,0,100.45466986113651
378,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.5,32,0,0,0,111.93520355955211
379,Acer,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,2.4,0,1,0,0,141.21199808219862
380,HP,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.35,0,0,0,128,127.33567457123111
381,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.85,0,0,0,128,141.21199808219862
382,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.3,0,0,0,128,141.21199808219862
383,Lenovo,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.5,0,0,0,256,157.3505121487356
384,Asus,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.1,0,0,0,512,165.6321180513006
385,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.13,0,0,0,512,209.8006828649808
386,Lenovo,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.5,0,0,0,128,165.6321180513006
387,Dell,Workstation,15.6,Intel Core i5,8,AMD,Windows 10,2.23,0,500,0,0,141.21199808219862
388,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,256,141.21199808219862
389,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,1.42,0,0,0,512,209.8006828649808
390,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.0,0,1,0,0,127.33567457123111
391,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.0,0,0,0,256,127.33567457123111
392,Acer,Notebook,15.6,Intel Core i5,12,Nvidia,Windows 10,2.2,0,1,0,0,100.45466986113651
393,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,256,127.33567457123111
394,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.33,0,0,0,256,141.21199808219862
395,HP,Ultrabook,15.6,AMD,4,AMD,Windows 10,1.91,0,0,0,256,141.21199808219862
396,Lenovo,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.1,0,0,0,256,141.21199808219862
397,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,256,157.3505121487356
398,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,1.78,0,0,0,256,138.46177587823902
399,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.13,0,0,0,1,209.8006828649808
400,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
401,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.9,0,0,0,256,127.33567457123111
402,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.1,0,0,0,256,141.21199808219862
403,Acer,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,2.5,0,0,0,256,141.21199808219862
404,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,2.8,0,0,0,256,127.33567457123111
405,Asus,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.1,0,0,0,512,157.3505121487356
406,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.2,0,0,0,512,165.6321180513006
407,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.36,0,0,0,512,157.3505121487356
408,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.2,0,500,0,0,141.21199808219862
409,Lenovo,Notebook,11.6,Others,2,Intel,Windows 10,1.15,32,0,0,0,135.0942111925629
410,Lenovo,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.67,0,0,0,512,141.21199808219862
411,Lenovo,Ultrabook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.7,0,0,0,512,209.8006828649808
412,HP,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.1,0,1,0,0,141.21199808219862
413,Acer,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.6,0,0,0,256,165.6321180513006
414,Asus,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.27,0,0,0,256,165.6321180513006
415,Dell,Notebook,15.6,Intel Core i5,4,AMD,Linux,2.3,0,0,0,256,141.21199808219862
416,Dell,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.65,0,0,0,128,117.82653006268643
417,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.43,0,0,0,256,157.3505121487356
418,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.14,0,1,0,0,100.45466986113651
419,Lenovo,Ultrabook,14.0,Intel Core i7,8,AMD,Windows 10,1.75,0,0,0,256,157.3505121487356
420,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,16,Nvidia,Windows 10,2.0,0,0,0,512,138.46177587823902
421,Chuwi,Notebook,12.3,Others,6,Intel,Windows 10,1.4,64,0,0,0,267.3384360344031
422,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.31,0,0,0,256,141.21199808219862
423,Asus,Notebook,15.6,Intel Core i3,8,Nvidia,Linux,2.3,0,1,0,0,141.21199808219862
424,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.42,0,0,0,256,169.78089942830815
425,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.62,0,0,0,128,141.21199808219862
426,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.02,0,0,0,256,141.21199808219862
427,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Linux,1.6,0,0,0,256,157.3505121487356
428,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,3.35,0,0,0,256,127.33567457123111
429,Mediacom,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.16,0,0,0,32,189.90579052433606
430,Samsung,Netbook,11.6,Others,4,Intel,Chrome OS,1.15,16,0,0,0,135.0942111925629
431,Lenovo,Notebook,13.3,Intel Core i7,8,Intel,Windows 10,1.4,0,0,0,256,165.6321180513006
432,Lenovo,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.7,0,0,0,128,157.3505121487356
433,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.3,0,0,0,512,138.46177587823902
434,Lenovo,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,512,141.21199808219862
435,Asus,Gaming,17.3,AMD,8,AMD,Windows 10,3.2,0,0,0,256,127.33567457123111
436,HP,Notebook,15.6,Others,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
437,Google,Ultrabook,12.3,Intel Core i7,16,Intel,Chrome OS,1.1,0,0,0,512,234.50740003017813
438,Lenovo,Ultrabook,14.0,Intel Core i7,24,Intel,Windows 10,1.32,0,0,0,512,209.8006828649808
439,Asus,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.0,0,0,0,256,141.21199808219862
440,Lenovo,Notebook,17.3,AMD,8,AMD,Windows 10,2.8,0,1,0,0,106.11306214269258
441,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
442,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.36,0,0,0,256,176.23257360658386
443,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,0,0,128,141.21199808219862
444,HP,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
445,Dell,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.64,0,0,0,256,157.3505121487356
446,Acer,Notebook,15.6,Intel Core i5,4,Intel,Linux,2.4,0,500,0,0,100.45466986113651
447,Dell,Workstation,15.6,Others,8,Nvidia,Windows 10,2.23,64,0,0,0,141.21199808219862
448,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,0,0,0,256,141.21199808219862
449,Microsoft,Ultrabook,13.5,Intel Core i7,16,Intel,Windows 10 S,1.25,0,0,0,512,200.84255993695703
450,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.91,0,0,0,128,100.45466986113651
451,Dell,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.17,0,0,0,256,141.21199808219862
452,HP,Workstation,15.6,Intel Core i7,8,Intel,Windows 10,2.31,0,0,0,512,141.21199808219862
453,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.65,0,0,0,256,157.3505121487356
454,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.36,0,0,0,128,141.21199808219862
455,Dell,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.47,0,500,0,0,135.0942111925629
456,Dell,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,4.42,0,1,0,0,127.33567457123111
457,Microsoft,Ultrabook,13.5,Others,4,Intel,Windows 10 S,1.252,0,0,0,128,200.84255993695703
458,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,1.25,0,0,0,256,200.84255993695703
459,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,2.5,0,0,0,256,106.11306214269258
460,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.23,0,1,0,0,141.21199808219862
461,Acer,Netbook,11.6,Others,4,Intel,Windows 10,1.4,0,0,0,128,135.0942111925629
462,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.37,0,1,0,0,141.21199808219862
463,Lenovo,Notebook,14.0,Intel Core i7,8,AMD,No OS,1.5,0,0,0,512,157.3505121487356
464,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.67,0,0,0,256,141.21199808219862
465,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,0,500,0,0,100.45466986113651
466,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,0,500,0,0,100.45466986113651
467,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.02,0,1,0,0,141.21199808219862
468,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,3.78,0,1,0,0,127.33567457123111
469,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,1.4,0,0,0,256,209.8006828649808
470,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.29,0,0,0,512,162.40629351131793
471,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.9,0,500,0,0,141.21199808219862
472,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,1.1,0,0,0,128,234.50740003017813
473,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.42,0,0,0,256,165.6321180513006
474,Asus,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.06,0,0,0,128,138.46177587823902
475,Dell,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,1.79,0,0,0,128,111.93520355955211
476,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,1.78,0,0,0,256,141.21199808219862
477,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,0,0,0,180,157.3505121487356
478,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,0,1,0,0,141.21199808219862
479,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.05,0,0,0,256,165.6321180513006
480,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.16,0,0,0,512,141.21199808219862
481,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,0,1,0,0,100.45466986113651
482,HP,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.49,0,0,0,128,165.6321180513006
483,Chuwi,Notebook,15.6,Others,4,Intel,Windows 10,1.89,64,0,0,0,141.21199808219862
484,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.3,0,0,0,128,100.45466986113651
485,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.75,0,0,0,256,157.3505121487356
486,Dell,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.17,0,0,0,512,141.21199808219862
487,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.06,0,0,0,512,141.21199808219862
488,Lenovo,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.36,0,0,0,512,176.23257360658386
489,Asus,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,0.91,0,0,0,512,176.23257360658386
490,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.3,0,0,0,256,141.21199808219862
491,Toshiba,Ultrabook,13.3,Intel Core i7,32,Intel,Windows 10,1.05,0,0,0,512,165.6321180513006
492,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,1.99,0,0,0,128,141.21199808219862
493,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.2,0,1,0,0,100.45466986113651
494,Asus,Gaming,17.3,Intel Core i7,24,Nvidia,Windows 10,4.33,0,0,0,256,127.33567457123111
495,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.3,0,0,0,180,125.36742798669837
